,ID,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_0,Education_1,Education_2,Education_3,Education_4,Marital_Status_0,Marital_Status_1,Marital_Status_2,Marital_Status_3,Marital_Status_4,Marital_Status_5,Marital_Status_6,Marital_Status_7
1108,4741,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1109,246,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1110,375,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1111,1524,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1112,10022,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1113,7451,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1114,11010,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1115,4356,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1116,3885,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1117,1175,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1118,880,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1119,2320,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1120,850,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1121,4713,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1122,675,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1123,5025,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1124,2308,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1125,5995,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1126,6749,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1127,1010,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1128,8977,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1129,4756,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1130,3412,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1131,606,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1132,5961,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1133,2975,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1134,2894,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1135,7613,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1136,10542,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1137,8015,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1138,10617,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1139,11166,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1140,849,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1141,523,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1142,4066,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1143,8414,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1144,819,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1145,4961,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1146,749,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1147,5430,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1148,7755,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1149,10525,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1150,1453,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1151,8310,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1152,10710,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1153,5031,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1154,2613,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1155,213,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1156,967,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1157,1077,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1158,7959,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1159,640,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1160,4252,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1161,8432,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1162,6218,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1163,6905,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1164,5922,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1165,3598,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1166,6116,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1167,6263,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1168,10486,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1169,2410,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1170,193,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1171,3363,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1172,8278,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1173,10660,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1174,8686,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1175,1604,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1176,5907,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1177,10669,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1178,2918,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1179,5735,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1180,359,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1181,8387,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1182,1829,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1183,3839,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1184,9392,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1185,2292,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1186,10466,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1187,9855,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1188,4088,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1189,5231,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1190,590,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1191,8732,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1192,2315,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1193,3515,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1194,2245,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1195,6283,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1196,2246,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1197,6606,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1198,5545,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1199,7342,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1200,837,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1201,9500,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1202,3602,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1203,234,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1204,2995,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1205,1118,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1206,7789,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1207,3068,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1208,8955,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1209,945,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1210,5644,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1211,7192,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1212,2324,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1213,697,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1214,3439,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1215,1506,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1216,232,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1217,8876,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1218,4500,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1219,9739,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1220,10395,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1221,1176,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1222,1627,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1223,938,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1224,2740,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1225,257,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1226,4058,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1227,7736,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1228,8210,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1229,833,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1230,6230,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1231,7325,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1232,1307,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1233,1502,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1234,6211,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1235,843,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1236,4174,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1237,9757,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1238,6918,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1239,286,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1240,11086,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1241,1921,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1242,4138,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1243,7718,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1244,1291,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1245,6862,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1246,4136,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1247,803,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1248,4298,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1249,10833,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1250,9606,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1251,8534,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1252,5153,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1253,961,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1254,5011,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1255,6653,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1256,9094,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1257,810,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1258,5493,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1259,2147,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1260,5107,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1261,3979,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1262,6049,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1263,8147,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1264,1857,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1265,3910,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1266,5207,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1267,11114,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1268,5429,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1269,9400,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1270,1740,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1271,7488,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1272,195,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1273,635,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1274,7527,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1275,10319,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1276,2296,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1277,10637,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1278,2931,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1279,907,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1280,3698,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1281,9516,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1282,679,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1283,7384,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1284,5043,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1285,5267,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1286,339,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1287,2516,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1288,9010,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1289,378,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1290,4808,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1291,5068,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1292,7628,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
